TF pair	Coregulation coefficient	#genes shared	List of genes shared
SPT23:YAP7	5.97621	10	ENA1:IZH3:MAK32:MRPL24:RPS0B:RSM10:YCR018CA:YDR084C:YLR047C:YMR258C
LEU3:MET4	5.98265	6	DFR1:INH1:MDM30:ORC3:RPS19A:SPO75
PDR1:GAL4	5.98769	22	ADH7:COS1:MSR1:MUM2:NUP60:SFL1:SNQ2:VPS55:YBL109W:YBL111C:YBL112C:YBL113C:YDR544C:YER188CA:YER189W:YLL065W:YLL066C:YNL337W:YOR138C:YRF11:YRF13:YRF16
SRD1:MSN4	5.99161	3	MNN10:PEX32:POP7
MIG3:ROX1	5.994	3	HXT16:SOR2:YEL070W
CAT8:INO4	5.9952	1	ACS1
FZF1:BAS1	6	3	CTF19:VTC3:YIL002WA
HAC1:FZF1	6.02772	1	PDI1
SIP4:ARG80	6.02772	2	MAK32:YCR018CA
SOK2:CRZ1	6.02772	1	ENA1
ARO80:ZAP1	6.03864	3	HMLALPHA1:HMLALPHA2:YCL065W
UPC2:GTS1	6.04229	2	YDR282C:YER138C
MIG3:RME1	6.0496	1	YFR017C
MIG3:SOK2	6.05107	5	HXT16:MAK32:SOR2:YCR018CA:YEL070W
FZF1:MAC1	6.05938	3	CTF19:FUN26:VTC3
YER108C:ROX1	6.07533	1	MUC1
STP4:GLN3	6.09632	3	CLN3:YER189W:YRF12
UGA3:ARG80	6.105	3	MAK32:YCR018CA:YDR210WD
RTG3:HAL9	6.11218	13	CRM1:HMRA1:HMRA2:SGE1:STB4:UPF3:YDR042C:YDR084C:YGR071C:YGR271CA:YJR011C:YNL134C:YOL159C
GLN3:DAL80	6.1318	19	CAN1:DAL2:DAL3:DAL4:DAL7:DUR1,2:DUR3:GAP1:GAT1:GDH1:GZF3:MRPL4:PUT1:PUT2:PUT4:UGA1:UGA4:YER189W:YRF12
MIG1:SUT1	6.13496	8	APT2:HAP4:HXT1:HXT13:HXT2:SOR2:YDR442W:YKR075C
SMP1:GZF3	6.13954	14	BSC3:MSR1:YBL111C:YDR543C:YDR544C:YER189W:YKR105C:YKR106W:YLR463C:YNL337W:YNL338W:YRF11:YRF15:YRF16
GAT1:GZF3	6.16281	11	ENA1:ERG26:HMRA2:IZH3:MAK32:MRPL24:NOP16:RSM10:YCR018CA:YDR084C:YMR098C
YDR520C:HAP4	6.16712	2	GUF1:MEC3
RDS1:CAT8	6.17665	1	MDH2
MATALPHA1:HMS2	6.18046	1	STE3
HMRA2:RAP1	6.19578	2	MATALPHA1:MATALPHA2
RDS1:NDT80	6.19962	2	POS5:YDR084C
HMLALPHA1:ASH1	6.20347	1	SGA1
THI2:GAT1	6.22161	10	ARG3:ERG26:MAK32:OYE2:PRP3:PTR2:UPF3:YCR018CA:YGR071C:YJR011C
RPN4:UPC2	6.23409	12	CDC10:CIT2:ILV6:PGK1:SAT4:SGF29:STP22:YCL002C:YCL006C:YCL007C:YCP4:YCR006C
YML081W:HAL9	6.25	1	YDR042C
SRD1:NRG1	6.26174	3	VIK1:YFR017C:YPL251W
TOS8:YPR196W	6.26174	2	YDR543C:YNL337W
RPH1:ARR1	6.27352	3	AAD3:SRL2:YDR210WD
SKN7:YML081W	6.28239	4	MAK32:RPA34:YCR018CA:YLR112W
YAP6:SKO1	6.28469	12	DDR48:ENA1:HSH49:SED1:SOK2:SPO20:YBL029CA:YBL029W:YMR172CA:YMR173WA:YOR318C:YPR013C
RDS1:UPC2	6.28831	4	FRQ1:VPS74:YDR210WD:YER138C
MGA1:DAL80	6.29049	10	ADH7:ARF3:DOS2:PET111:PRP38:TFB2:YBL059W:YDR067C:YGR073C:YOR093C
MBP1:CRZ1	6.32111	1	ENA1
NRG1:MIG1	6.3305	23	APT2:ENA1:FSP2:GAC1:GAL1:GAL10:HAP4:HPA3:HXT11:HXT12:HXT13:HXT2:HXT8:HXT9:SOR1:SOR2:YDR442W:YEL070W:YIL171W:YIL172C:YJL216C:YKR075C:YOL157C
STP2:PPR1	6.34115	1	YDR048C
SPT23:PPR1	6.35324	2	PRP21:RCY1
YDR049W:TOS8	6.36537	1	YFR007W
YAP6:GZF3	6.38663	26	AAD3:ADH7:BSC3:ENA1:ERG26:IZH3:MAK32:MRPL24:MSR1:RSM10:YBL109W:YBL111C:YBL112C:YBL113C:YCR018CA:YDR084C:YDR543C:YDR544C:YLL065W:YLR463C:YNL337W:YNL338W:YRF11:YRF15:YRF16:ZWF1
RIM101:MOT3	6.40122	10	FLO1:HSP30:HXT15:HXT16:RPI1:SGA1:UTH1:YEL070W:YIR020C:YKR040C
RIM101:SKO1	6.40861	5	DDR48:SPO20:YBL029W:YMR172CA:YMR173WA
UGA3:YAP6	6.41061	23	ADH7:BSC3:ERG26:FLO10:MAK32:MRPL24:MSR1:YBL109W:YBL111C:YBL112C:YBL113C:YCR018CA:YDR084C:YDR544C:YLL065W:YLR463C:YMR258C:YNL337W:YNL338W:YRF11:YRF15:YRF16:ZWF1
RDS1:RPH1	6.41094	6	AAD3:ADH7:YDR084C:YDR210WD:YER138C:ZWF1
GLN3:GAT1	6.4214	24	ARG3:CAN1:CPA2:DAL2:ENA1:ERG26:GZF3:IST3:IZH3:MAK32:MEP2:MRPL24:NOP16:PTR2:RPS0B:RSM10:SPS2:YCR018CA:YDR210W:YHR029C:YLR047C:YMR1:YNL143C:YOL159C
MSN1:GCR1	6.42673	1	KAE1
CYC8:SIP4	6.44745	1	ICL1
FKH1:FKH2	6.45133	59	ACE2:ADH4:BDF1:BUD4:CDC20:CDC7:CIK1:CLB2:CUP9:CWP2:DBF2:DIN7:DSE1:DSE2:ECM33:ERP3:EXG1:FIR1:GAS3:GLN1:HOS3:IDI1:JSN1:KIP2:MNT2:PDS5:PES4:PPN1:RNR1:RSP5:SKM1:SLM4:SPB1:SPC24:SPS4:SSO2:SWI5:TIF1:UTP4:VTI1:YBR138C:YBR139W:YCG1:YGR050C:YGR052W:YHP1:YIL158W:YKL097C:YLR400W:YMC2:YMR144W:YMR184W:YNL174W:YNL176C:YOL114C:YOR315W:YPL141C:YPR195C:YPT31
YAP6:SPT23	6.45577	12	ENA1:ERG26:IZH3:MAK32:MRPL24:RPS0B:RSM10:YCR018CA:YDR084C:YJR011C:YLR047C:YMR258C
UPC2:FZF1	6.45994	2	CSN9:YDR179WA
UGA3:GAT1	6.46078	10	DAL2:ERG26:LIN1:MAK32:MRPL24:REC104:YCR018CA:YDR084C:YDR210WD:YMR258C
MET32:DAT1	6.46307	4	YDR544C:YER189W:YRF11:YRF12
YAP5:ZAP1	6.46315	13	BUD19:COS1:HMLALPHA1:HMLALPHA2:MATALPHA1:MATALPHA2:YCL065W:YCR041W:YER188CA:YER189W:YNL337W:YRF11:YRF16
XBP1:SKO1	6.47332	5	DDR48:SED1:YBL029W:YMR172CA:YMR173WA
HMRA2:STE12	6.47388	3	STE2:STE3:STE6
SPT23:YOX1	6.48088	20	ASE1:DOM34:ENA1:ERG26:HMRA2:IZH3:MAK32:MRPL24:PRP21:RCY1:RLP7:RPS0B:RSM10:TRF4:VPS3:YCR018CA:YDR084C:YJR011C:YLR047C:YMR258C
STP1:SIP4	6.48228	6	MAK32:MDH2:SEN1:YCR018CA:YLR428C:YOL125W
MSN4:CRZ1	6.49772	1	GSC2
SWI5:MIG3	6.51465	3	YER189W:YFR017C:YRF12
TOS8:RGM1	6.52011	7	COS1:YDR543C:YNL337W:YNL338W:YRF11:YRF16:YRF17
CST6:SIP4	6.52741	2	YER189W:YRF12
SIP4:RGM1	6.54022	1	YER189W
UGA3:RTG1	6.55737	6	LIN1:MAK32:REC104:YCR018CA:YDR084C:YDR210WD
SMP1:CUP9	6.55791	8	CAF40:GAC1:MRS1:MUC1:RPL7B:UTR2:YIR020C:YIR020WB
RDS1:ARG80	6.5703	3	BUD27:EPL1:YDR210WD
PHO4:CUP2	6.57462	1	CRS5
GAT3:CHA4	6.61313	7	HMLALPHA1:HMLALPHA2:MATALPHA1:MATALPHA2:YCL065W:YCR041W:YER189W
ADR1:NDT80	6.61375	3	PRP21:RCY1:YDR084C
STP1:ARG80	6.62163	5	ARG1:DIP5:MAK32:YCR018CA:YDR048C
HMLALPHA1:MCM1	6.64893	3	MF(ALPHA)1:MF(ALPHA)2:STE3
PDC2:CAD1	6.66666	1	YLR022C
RGT1:INO4	6.68449	1	HXT3
UGA3:HAP4	6.70325	16	BSC3:ERG26:MATALPHA1:MATALPHA2:MSR1:YBL111C:YCR041W:YDR544C:YER189W:YLL065W:YLR463C:YNL337W:YNL338W:YRF11:YRF15:YRF16
HMRA1:HMS2	6.71591	1	STE3
SKO1:INO4	6.71591	3	FAA1:YOR316CA:YPR013C
RTG1:ARR1	6.734	3	AFG2:HMRA2:YDR210WD
XBP1:ASH1	6.73627	10	AAD3:APT2:FKS3:SCW10:SED1:SGA1:UTH1:YDR442W:YKR040C:YMR304CA
NDT80:YAP1	6.74687	6	AFT2:PRP21:RCY1:SPS4:YDR084C:YMR258C
REB1:RCS1	6.75042	147	ABC1:ABD1:ADE2:ALA1:ARF3:ASI3:ATH1:BCD1:BET3:BPH1:CAT8:CBK1:CCL1:CDC21:CLB2:CLB3:COG3:COX13:COX14:CSR1:CYB5:FUN21:GCS1:GCV2:GFA1:GPI12:GRR1:GTS1:HOS4:HRR25:HSC82:ISA2:KRE5:MET1:MF(ALPHA)2:MLP2:MMS1:MOT2:MPE1:MPH1:MRP10:MRPL10:MRPL23:MRPS17:NAT2:NDI1:NHP6A:NOP6:NST1:NUT1:OST1:PEP7:PFY1:PIB1:PKH3:PPH22:PRE3:PRP2:PRP22:PRP43:PRP5:PSD1:RAT1:RCR2:RGM1:RHO2:RMT2:RPB11:RPC19:RPL15B:RPL40A:RPN2:RPO21:RPO31:RPT5:RRP14:RTF1:SCJ1:SEC23:SEC24:SEC4:SEC61:SEC8:SET7:SHP1:SHR3:SHS1:SIN3:SMP3:SMX3:SNC1:SNT309:SPC24:SPP2:STE18:SUB1:TCO89:TEF4:TIF3:TIM11:TIM44:TKL1:TOA2:TOM1:TOP1:TUF1:UBC8:UFE1:URK1:VMA10:VPS13:YAP1802:YBL059CA:YDL186W:YDR455C:YER066CA:YER156C:YGL088W:YGL152C:YGL182C:YGL193C:YGR012W:YGR243W:YIL023C:YIL108W:YIR003W:YJR085C:YJR087W:YJR098C:YML119W:YMR040W:YMR122WA:YMR221C:YNL115C:YNL171C:YNR040W:YOR044W:YOR093C:YPL182C:YPL206C:YPR053C:YPR076W:YPR099C:YPT7:YTM1:YUH1:ZRG17
SIP4:ARG81	6.75219	3	SPS2:YMR086CA:YMR087W
AZF1:MET31	6.75523	3	AAR2:RPS19A:YDR042C
XBP1:MOT3	6.77214	11	HSP30:HXT16:IDH1:NCE103:RPI1:SED1:SGA1:SOR1:UTH1:YIR020C:YKR040C
LEU3:HAL9	6.78288	10	CCT8:COS1:ERG26:RNH203:RRP6:YDR042C:YGR271CA:YHR218W:YNL337W:YRF16
YAP1:YAP7	6.78326	51	AAD16:AAD6:ADO1:AHP1:ATR1:BUD20:CCS1:CPA2:CYS3:CYT2:DRE2:ENA1:GLR1:GRE2:GSH1:GTT2:HSP31:LSB6:MAK32:MCH4:MMT1:MRPL24:MRS4:NMA2:OYE2:RPL10:RPN4:RSM10:SEC9:SNQ2:SOD1:SOD2:SRX1:TCB2:TRX2:YCF1:YCR018CA:YCR102C:YDR010C:YDR084C:YDR132C:YGL114W:YGR011W:YHB1:YHR048W:YLR108C:YLR460C:YML131W:YMR1:YMR258C:YNL134C
YFL044C:MOT3	6.78656	2	YBR012C:YBR013C
ASH1:YML081W	6.79347	1	PDR5
SPT23:HMS1	6.79347	1	ERG26
XBP1:ROX1	6.80796	30	AAD3:ADH7:APT2:BSC3:FSP2:HXT11:HXT16:HXT9:IDH1:MSR1:NCE103:RPI1:SED1:SGA1:SOR1:SOR2:YBL029W:YDR442W:YDR543C:YDR544C:YIR020C:YLR463C:YNL337W:YNL338W:YOL157C:YPR126C:YPR127W:YRF11:YRF15:YRF16
NRG1:SUT1	6.81881	34	AAC1:ACA1:APT2:CWP1:ERG26:FLO9:FTR1:GAT2:GID8:HAP4:HXT13:HXT16:HXT2:IDH2:LSM5:MGA1:MOT3:PDR16:RPI1:RSB1:SED1:SGA1:SOK2:SOR2:YAL064W:YBL029W:YDR133C:YDR134C:YDR442W:YGR067C:YGR069W:YIR020C:YKR075C:YPL230W
NRG1:RIM101	6.8214	39	AAD3:ACA1:APT2:ERG26:FET4:FLO9:FRE4:FSP2:GAT2:GID8:HXT11:HXT12:HXT15:HXT16:HXT9:IME1:IME2:MAK32:MCH5:MGA1:RPI1:SGA1:SOF1:SOR2:SPO20:TCB2:YBL029W:YCR018CA:YDR133C:YDR134C:YDR442W:YEL070W:YIL171W:YIL172C:YIR020C:YLR413W:YMR258C:YOL157C:YPS3
YAP6:AZF1	6.82283	15	BSC1:HXT15:IZH3:MRS1:MUC1:RPA34:RPS19A:SGA1:XBP1:YBL029CA:YBL029W:YDR042C:YIR020C:YIR020WB:YPR013C
SMP1:RLM1	6.83319	18	BSC3:BUD22:CAF40:CCW14:CWP1:EGD2:EXG1:MDM31:MNN1:MUM2:SBP1:UTR2:YEL001C:YGL261C:YLR463C:YMR013WA:YPS5:YRF15
MSN4:YKR064W	6.84462	2	YHR048W:YMR315W
YAP6:ROX1	6.85317	73	AAD3:ADH7:APT2:BSC3:BUD22:CAF40:CLB3:DFR1:FET4:FSP2:GAC1:GAT2:GID8:HAP4:HSH49:HXT11:HXT15:HXT16:HXT9:IMP1:KTI12:MRS1:MSR1:MUC1:RHO3:RNT1:RPA34:RPI1:RPS19A:SED1:SGA1:SOK2:SOR1:SOR2:SPO20:SPS4:UTR2:XBP1:YBL029CA:YBL029W:YBL109W:YBL111C:YBL112C:YBL113C:YCR102C:YDR042C:YDR442W:YDR543C:YDR544C:YEL070W:YGR146C:YHR048W:YIM1:YIM2:YIR020C:YIR020WB:YLL065W:YLR463C:YMR013WA:YMR103C:YMR315W:YNL134C:YNL337W:YNL338W:YOL157C:YOR315W:YOR318C:YPR013C:YPR126C:YPR127W:YRF11:YRF15:YRF16
YER130C:PPR1	6.85871	1	YNR054C
MIG3:GAL4	6.87994	2	YER189W:YRF12
ASH1:CUP9	6.88349	4	APT2:SED1:SGA1:YDR442W
HMLALPHA1:HMS2	6.89655	1	STE3
YML081W:ROX1	6.91244	3	DFR1:RPA34:YDR042C
SWI5:ACE2	6.91881	39	AMN1:ASH1:BUD9:CDC6:CTS1:EGT2:FRS2:GAT1:HSP150:ICS2:LSM3:MDJ2:MRPL4:NIS1:PCL2:PCL9:PRY3:RME1:SCP160:SCW11:SFL1:SIC1:SMP2:TPM1:TPS3:VID30:VPS55:YER078C:YER078WA:YER079W:YER188CA:YER189W:YFR017C:YJL077WB:YJL160C:YMR262W:YOR138C:YRF12:ZWF1
RIM101:GAL80	6.92041	1	YDR282C
GAT1:HMS1	6.95249	3	ERG26:SPS2:YDR042C
WAR1:AZF1	6.9735	1	AAR2
PDC2:HAL9	6.98324	1	YDR042C
STB5:YRR1	6.9979	3	BIR1:YER138C:YJR088C
PHD1:AZF1	7.00994	11	CLN3:HXT15:MRS1:MUC1:SGA1:XBP1:YBL029CA:YBL029W:YIR020C:YIR020WB:YPR013C
GAT1:ARG81	7.01077	8	ARG3:BUD27:EPL1:EXO70:OYE2:SPS2:TAF13:YDR084C
HMRA1:HAP4	7.02247	3	HMLALPHA1:MATALPHA1:MATALPHA2
UGA3:RPH1	7.03164	7	ADH7:VIK1:YDR084C:YDR210WD:YDR282C:YPL251W:ZWF1
STP4:MET32	7.04473	2	YER189W:YRF12
STP1:DAL81	7.04949	24	AGP1:ARG1:BAP2:BAP3:BUD3:DIP5:GIS3:GLY1:GNP1:HEM12:IES6:KCC4:LEU2:MDH2:MUP1:PRP22:QDR3:SMT3:YCL012W:YDR042C:YDR098CA:YDR098CB:YEL045C:YOL125W
PDR1:GZF3	7.06131	18	ADH7:BSC3:MSR1:YBL109W:YBL111C:YBL112C:YBL113C:YDR543C:YDR544C:YER189W:YLL065W:YLR463C:YNL337W:YNL338W:YRF11:YRF13:YRF15:YRF16
ARG80:HMS1	7.06214	1	RML2
MAL33:ACE2	7.07213	12	AFG2:GDH3:MRPL4:VID30:VPS55:WSC4:YBR230C:YER189W:YFR017C:YHL029C:YRF12:ZWF1
STP2:ARG80	7.08215	1	YDR048C
THI2:HMS1	7.09471	2	ERG26:RML2
TEC1:STE12	7.10732	54	ACT1:ADE1:AGA1:AGA2:BUD14:CHS7:CWP2:ERG24:FIG1:FIG2:FUS1:FUS2:FUS3:GAT2:GFA1:GIC2:GID8:GPA1:KAR5:KTR2:MFA1:MFA2:MNN5:MSB2:MSG5:MSS11:PCL1:PCL2:PEP1:PRM1:PYC1:RAX2:RPL42B:RTS2:SCS2:SHO1:SIM1:SRL3:SVS1:SWE1:TOS2:UBC4:UTR2:WSC3:YAR010C:YDR316WA:YDR316WB:YJU2:YKL097C:YKR041W:YOR129C:YOR315W:YPR158WA:YPR158WB
IXR1:AZF1	7.11406	3	TRS31:YBL029CA:YBL029W
SRD1:PHO4	7.11997	2	VIK1:YPL251W
TYE7:GCR1	7.12707	10	ADH1:BMH1:CDC19:ENO2:SNU56:TDH3:YDR210WC:YDR316WA:YDR316WB:YGR038CA
YAP6:YPR196W	7.13012	2	YDR543C:YNL337W
PDC2:YAP7	7.13775	3	HIM1:YDR042C:YLR022C
GAT1:ARG80	7.15648	6	ARG3:BUD27:EPL1:MAK32:YCR018CA:YDR210WD
PDR3:PDR1	7.15762	9	FLR1:HXT11:HXT9:IPT1:PDR10:PDR15:PDR5:SNQ2:YOR1
TEC1:MIG3	7.15819	2	YER189W:YRF12
ZAP1:LEU3	7.15922	5	COS1:YER188CA:YER189W:YNL337W:YRF16
XBP1:GAT3	7.16118	12	BSC3:MSR1:YDR543C:YDR544C:YER189W:YLR463C:YNL337W:YNL338W:YRF11:YRF13:YRF15:YRF16
GAT1:SIP4	7.16185	7	BAS1:HIM1:MAK32:SPS2:UBP11:YCR018CA:YMR258C
NRG1:CRZ1	7.16845	1	ENA1
UGA3:HAL9	7.1935	7	ERG26:YDL068W:YDL071C:YDR084C:YMR258C:YNL337W:YRF16
GLN3:SPT23	7.20634	9	ENA1:ERG26:IZH3:MAK32:MRPL24:RPS0B:RSM10:YCR018CA:YLR047C
SFP1:RAP1	7.23696	34	ECM12:LCB3:NTC20:PRE2:RIA1:RPL11A:RPL13A:RPL13B:RPL16A:RPL16B:RPL20B:RPL21A:RPL23A:RPL28:RPL33B:RPL41A:RPL42A:RPL6A:RPS13:RPS16A:RPS16B:RPS17A:RPS18B:RPS21B:RPS23A:RPS24A:RPS27B:RPS9B:VPS73:YBR190W:YDL133W:YGR117C:YJL135W:YML6
PUT3:AFT2	7.24455	52	AAC1:AAD3:ADH7:ALP1:ATX1:CCC2:COT1:CPA1:CRR1:CTH1:ENB1:ENT2:FIT3:FRE1:FRE5:FTH1:FTR1:GIR2:GTS1:HMX1:IES3:ISU1:LSB3:LSM5:LYP1:MMT1:MRS4:NMA2:OLE1:PRB1:PRM4:PSR1:RCS1:RIX7:SDS23:SEC9:SOF1:SUE1:TIS11:YEL059W:YEL070W:YFR024C:YGL072C:YGL074C:YGL182C:YGR011W:YLL033W:YLR051C:YLR137W:YMR041C:YOR302W:YPL137C
MIG3:YAP1	7.24637	3	MAK32:YCR018CA:YFR017C
THI2:STP1	7.28669	11	CSN9:ERG26:MAK32:PRP3:UPF3:YCR018CA:YDR048C:YDR179WA:YGR071C:YGR283C:YJR011C
SIP4:DAT1	7.29394	2	YER189W:YRF12
MIG1:RIM101	7.29588	11	APT2:FSP2:HXT11:HXT12:HXT9:SOR2:YDR442W:YEL070W:YIL171W:YIL172C:YOL157C
MIG3:GAT1	7.30193	2	MAK32:YCR018CA
ASH1:SWI6	7.31296	23	CDC6:CRH1:ELO1:EXG1:FKS3:GAS1:PCL1:PPN1:RMI1:RPL15B:RPL18B:SCW10:SKM1:UTH1:YHP1:YKR040C:YMR122WA:YMR304CA:YMR306CA:YNL300W:YOL114C:YPL025C:YPL056C
NRG1:SKO1	7.31528	14	CWP1:ENA1:FIT1:MOT3:SED1:SOK2:SPO20:STL1:YBL029CA:YBL029W:YDR535C:YHL041W:YHR033W:YPR013C
SFP1:FHL1	7.34691	43	ECM12:LCB3:MRM2:NTC20:PRE2:RIA1:RPL11A:RPL13A:RPL13B:RPL16A:RPL16B:RPL1B:RPL20B:RPL21A:RPL22A:RPL23A:RPL28:RPL33B:RPL37A:RPL41A:RPL42A:RPL6A:RPP1B:RPS11B:RPS13:RPS16A:RPS16B:RPS17A:RPS18B:RPS19A:RPS21B:RPS23A:RPS24A:RPS27B:RPS5:RPS6A:RPS9B:VPS73:YBR190W:YDL133W:YGR117C:YJL135W:YML6
SWI4:ASH1	7.36507	25	ALG14:APT2:CDC6:CRH1:ELO1:EXG1:FKS3:GAS1:PCL1:PPN1:RMI1:RPL18B:SCW10:SKM1:UTH1:YBR071W:YDR442W:YHP1:YKR040C:YMR304CA:YMR306CA:YNL300W:YOL114C:YPL025C:YPL056C
PDR1:FZF1	7.38942	7	CTF19:FUN26:SFL1:VPS55:VTC3:YIL002WA:YOR138C
DAL80:GAL4	7.43598	16	ADH7:MSR1:MUM2:SRL2:YBL109W:YBL111C:YBL112C:YBL113C:YDR544C:YER189W:YMR086CA:YMR087W:YNL337W:YRF11:YRF12:YRF16
SUT1:SKO1	7.44934	5	CWP1:MOT3:SED1:SOK2:YBL029W
MIG2:YAP3	7.47756	3	SRP14:YAR009C:YDL094C
YER108C:PUT3	7.47943	1	FLO1
GZF3:CHA4	7.48222	8	HMLALPHA1:HMLALPHA2:MATALPHA1:MATALPHA2:YCL065W:YCR041W:YER189W:YRF12
ARG81:MET31	7.50187	4	AAR2:EGD2:MDM31:SPS2
PDC2:RTG1	7.50187	1	YDR042C
CYC8:SKO1	7.5075	1	SUC2
RAP1:FHL1	7.5144	117	AAC3:ATG27:CHS7:ECM12:FYV1:LCB3:MLP2:MNL1:MON1:NAT3:NTC20:PLM2:PRE2:REH1:RIA1:RKI1:RPL11A:RPL12A:RPL12B:RPL13A:RPL13B:RPL14A:RPL16A:RPL16B:RPL17A:RPL17B:RPL19A:RPL20A:RPL20B:RPL21A:RPL22B:RPL23A:RPL23B:RPL24A:RPL24B:RPL25:RPL26A:RPL26B:RPL27B:RPL28:RPL2A:RPL2B:RPL30:RPL31A:RPL33A:RPL33B:RPL35A:RPL35B:RPL36B:RPL37B:RPL39:RPL40A:RPL41A:RPL41B:RPL42A:RPL42B:RPL5:RPL6A:RPL6B:RPP2A:RPS0B:RPS10A:RPS11A:RPS13:RPS14B:RPS15:RPS16A:RPS16B:RPS17A:RPS18A:RPS18B:RPS19B:RPS1B:RPS2:RPS21B:RPS22A:RPS23A:RPS23B:RPS24A:RPS25B:RPS26A:RPS27B:RPS29A:RPS30A:RPS4B:RPS6B:RPS7A:RPS7B:RPS9B:RXT3:SFT1:SLX8:SOP4:TEF1:TEF2:TEM1:TIM21:TYE7:UGO1:UTP6:VMA6:VPS73:YBR190W:YDL133W:YFL034W:YGK3:YGL188CA:YGR117C:YGR149W:YJL135W:YLR047C:YML6:YMR242WA:YNL162WA:YOR235W:YOR292C:ZEO1
SMP1:SRD1	7.52162	2	VIK1:YPL251W
RTG3:PDC2	7.52728	2	HIM1:YDR042C
STP1:SPT23	7.53768	6	ERG26:HMRA2:MAK32:YCR018CA:YDR084C:YJR011C
RGT1:GCR1	7.54147	1	HXT4
THI2:SPT23	7.5429	4	ERG26:MAK32:YCR018CA:YJR011C
YER184C:MAC1	7.54716	1	DPL1
GTS1:PPR1	7.55287	2	ATG11:MAK3
RIM101:DAT1	7.56773	5	ERG26:PRP21:RCY1:YDR084C:YJR011C
YDR266C:RLM1	7.57575	1	YER138C
SRD1:AFT2	7.58533	3	VIK1:YFR017C:YPL251W
YML081W:INO4	7.59878	1	YDR278C
PPR1:DAT1	7.61035	2	PRP21:RCY1
SMP1:UGA3	7.62621	15	BSC3:FLO10:MSR1:VIK1:VPS55:YBL111C:YDR544C:YER189W:YLR463C:YNL337W:YNL338W:YPL251W:YRF11:YRF15:YRF16
PPR1:YRR1	7.62776	2	BUB1:YNR054C
STP4:AZF1	7.62776	1	CLN3
MSN1:CUP9	7.64525	1	MUC1
SRD1:RME1	7.64525	1	YFR017C
YAP6:CRZ1	7.67459	1	ENA1
MIG3:AFT2	7.68935	4	YEL070W:YER189W:YFR017C:YRF12
YER130C:CST6	7.7101	1	YFR007W
STP1:MIG3	7.73993	2	MAK32:YCR018CA
DAT1:ROX1	7.74833	10	BSC3:MSR1:YDR543C:YDR544C:YLR463C:YNL337W:YNL338W:YRF11:YRF15:YRF16
CYC8:RIM101	7.75594	3	FLO1:FLO9:IME1
NDT80:IXR1	7.7821	2	SPS4:YDR084C
MATALPHA1:SFP1	7.82778	2	MRPL27:YBR281C
STP1:HAL9	7.84006	12	CRM1:ERG26:HMRA2:STB4:UPF3:YDR042C:YDR084C:YDR098CA:YDR098CB:YGR071C:YJR011C:YOL159C
CST6:RGM1	7.84313	1	YER189W
SFP1:GAL80	7.88022	1	YDR282C
STB4:CAT8	7.88022	1	MLS1
PDR1:ZAP1	7.90305	9	BUD19:COS1:EGD2:MDM31:YER188CA:YER189W:YNL337W:YRF11:YRF16
YAP6:XBP1	7.91196	44	AAD3:ACA1:ADH7:APT2:BSC3:DDR48:FSP2:HMS2:HSP30:HXT11:HXT12:HXT16:HXT9:IME1:MGA1:MSR1:RPI1:RPS4A:SED1:SGA1:SOR1:SOR2:TCB2:YBL029W:YBR025C:YDR442W:YDR543C:YDR544C:YIL171W:YIL172C:YIR020C:YJR146W:YKL044W:YLR463C:YMR172CA:YMR173WA:YNL337W:YNL338W:YOL157C:YPR126C:YPR127W:YRF11:YRF15:YRF16
GZF3:HAP4	7.92678	22	BSC3:ERG26:HMLALPHA1:HMLALPHA2:KRE11:MATALPHA1:MATALPHA2:MSR1:YBL111C:YCL065W:YCR041W:YDR543C:YDR544C:YER189W:YLL065W:YLR463C:YNL337W:YNL338W:YRF11:YRF13:YRF15:YRF16
YAP1:YML081W	7.93021	3	DFR1:MAK32:YCR018CA
YFL044C:FZF1	7.93021	1	YIL002WA
MSN1:AZF1	7.94912	1	MUC1
YKR064W:MSN2	7.95544	2	YHR048W:YMR315W
UGA3:XBP1	7.95914	12	ADH7:BSC3:MSR1:YDR544C:YER189W:YLR463C:YNL337W:YNL338W:YRF11:YRF12:YRF15:YRF16
SMP1:ZAP1	7.96257	8	COS1:EGD2:MDM31:YER188CA:YER189W:YNL337W:YRF11:YRF16
MIG3:ACE2	7.96601	3	YER189W:YFR017C:YRF12
SUT1:PHD1	7.99739	27	ACA1:ATR1:CUP9:FLO9:FTR1:GAT2:GID8:HAP4:HXT13:HXT16:HXT2:HXT6:LSM5:MGA1:MSN4:PDR11:RGS2:RPS3:SET4:SGA1:SOK2:TAT1:YAL064W:YBL029W:YIL012W:YIR020C:YPL230W
ARG80:RTG1	8.0032	4	DLD3:MAK32:YCR018CA:YDR210WD
LEU3:DAT1	8.01153	5	ERG26:YER189W:YNL337W:YRF12:YRF16
GAT1:HAL9	8.01232	13	CRM1:ERG26:GPI15:HMRA2:SLH1:STB4:UPF3:YDR042C:YDR084C:YGR071C:YJR011C:YMR258C:YOL159C
CRZ1:YAP7	8.01282	1	ENA1
MGA1:CST6	8.05542	5	DOS2:PEX32:POP7:STO1:YDR067C
